2018-07-04	81	0
2018-07-05	35	0
2018-07-06	32	0
2018-07-07	22	0
2018-07-08	20	0
2018-07-09	32	0
2018-07-10	57	0
2018-07-11	61	0
2018-07-12	36	0
2018-07-13	30	0
2018-07-14	32	0
2018-07-15	31	0
2018-07-16	59	0
2018-07-17	40	0
2018-07-18	71	0
2018-07-19	52	0
2018-07-20	38	0
2018-07-21	24	0
2018-07-22	28	0
2018-07-23	39	0
2018-07-24	48	0
2018-07-25	86	0
2018-07-26	37	0
2018-07-27	39	0
2018-07-28	22	0
2018-07-29	44	0
2018-07-30	46	0
2018-07-31	42	0
2018-08-01	61	0
2018-08-02	46	0
2018-08-03	41	0
2018-08-04	34	0
2018-08-05	29	0
2018-08-06	44	0
2018-08-07	37	0
2018-08-08	54	0
2018-08-09	46	0
2018-08-10	36	0
2018-08-11	46	0
2018-08-12	26	0
2018-08-13	24	0
2018-08-14	42	0
2018-08-15	56	0
2018-08-16	40	0
2018-08-17	41	0
2018-08-18	48	0
2018-08-19	47	0
2018-08-20	142	0
2018-08-21	73	0
2018-08-22	159	0
2018-08-23	75	0
2018-08-24	106	0
2018-08-25	35	0
2018-08-26	39	0
2018-08-27	65	0
2018-08-28	56	0
2018-08-29	82	0
2018-08-30	66	0
2018-08-31	61	0
2018-09-01	52	0
2018-09-02	56	0
2018-09-03	75	0
2018-09-04	81	0
2018-09-05	86	0
2018-09-06	61	0
2018-09-07	76	0
2018-09-08	66	0
2018-09-09	42	0
2018-09-10	73	0
2018-09-11	56	0
2018-09-12	79	0
2018-09-13	79	1
2018-09-14	75	0
2018-09-15	53	0
2018-09-16	45	1
2018-09-17	30	0
2018-09-18	50	0
2018-09-19	53	0
2018-09-20	45	1
2018-09-21	56	0
2018-09-22	39	0
2018-09-23	47	0
2018-09-24	70	0
2018-09-25	75	0
2018-09-26	68	0
2018-09-27	64	0
2018-09-28	70	0
2018-09-29	49	0
2018-09-30	49	0
2018-10-01	54	0
2018-10-02	57	0
2018-10-03	97	0
2018-10-04	58	0
2018-10-05	73	0
2018-10-06	46	0
2018-10-07	51	0
2018-10-08	80	0
2018-10-09	49	0
2018-10-10	71	0
2018-10-11	56	0
2018-10-12	71	0
2018-10-13	47	0
2018-10-14	31	0
2018-10-15	63	0
2018-10-16	50	0
2018-10-17	70	0
2018-10-18	72	0
2018-10-19	67	0
2018-10-20	50	0
2018-10-21	47	0
2018-10-22	60	0
2018-10-23	55	0
2018-10-24	89	0
2018-10-25	61	0
2018-10-26	69	0
2018-10-27	39	0
2018-10-28	63	0
2018-10-29	208	0
2018-10-30	236	0
2018-10-31	205	0
2018-11-01	147	0
2018-11-02	59	0
2018-11-03	56	0
2018-11-04	165	1
2018-11-05	119	0
2018-11-06	150	0
2018-11-07	190	0
2018-11-08	98	0
2018-11-09	73	0
2018-11-10	68	0
2018-11-11	166	0
2018-11-12	77	0
2018-11-13	182	0
2018-11-14	203	0
2018-11-15	80	0
2018-11-16	197	0
2018-11-17	72	0
2018-11-18	67	0
2018-11-19	68	0
2018-11-20	74	0
2018-11-21	116	0
2018-11-22	70	1
2018-11-23	68	0
2018-11-24	40	0
2018-11-25	65	0
2018-11-26	69	0
2018-11-27	86	1
2018-11-28	84	1
2018-11-29	83	0
2018-11-30	65	0
2018-12-01	70	0
2018-12-02	55	0
2018-12-03	73	0
2018-12-04	74	0
2018-12-05	107	0
2018-12-06	102	0
2018-12-07	67	0
2018-12-08	49	0
2018-12-09	95	0
2018-12-10	98	0
2018-12-11	82	0
2018-12-12	99	0
2018-12-13	69	0
2018-12-14	72	0
2018-12-15	71	0
2018-12-16	62	0
2018-12-17	91	0
2018-12-18	89	0
2018-12-19	110	1
2018-12-20	94	0
2018-12-21	89	0
2018-12-22	80	0
2018-12-23	110	1
2018-12-24	84	0
2018-12-25	96	0
2018-12-26	132	0
2018-12-27	97	0
2018-12-28	77	0
2018-12-29	80	0
2018-12-30	77	0
2018-12-31	79	0
2019-01-01	95	0
2019-01-02	145	0
2019-01-03	134	0
2019-01-04	117	0
2019-01-05	82	0
2019-01-06	109	1
2019-01-07	136	0
2019-01-08	109	1
2019-01-09	123	0
2019-01-10	114	1
2019-01-11	116	0
2019-01-12	88	0
2019-01-13	79	0
2019-01-14	137	2
2019-01-15	109	0
2019-01-16	129	0
2019-01-17	113	0
2019-01-18	122	0
2019-01-19	114	0
2019-01-20	99	0
2019-01-21	129	0
2019-01-22	156	0
2019-01-23	173	0
2019-01-24	139	0
2019-01-25	153	0
2019-01-26	94	0
2019-01-27	79	0
2019-01-28	201	0
2019-01-29	235	0
2019-01-30	215	1
2019-01-31	222	0
2019-02-01	209	0
2019-02-02	189	0
2019-02-03	207	0
2019-02-04	196	0
2019-02-05	183	1
2019-02-06	177	0
2019-02-07	181	0
2019-02-08	187	0
2019-02-09	183	0
2019-02-10	210	0
2019-02-11	204	1
2019-02-12	200	0
2019-02-13	238	0
2019-02-14	230	1
2019-02-15	257	0
2019-02-16	214	0
2019-02-17	178	0
2019-02-18	231	1
2019-02-19	244	0
2019-02-20	237	0
2019-02-21	232	0
2019-02-22	223	0
2019-02-23	207	0
2019-02-24	215	0
2019-02-25	212	0
2019-02-26	201	0
2019-02-27	207	0
2019-02-28	215	0
2019-03-01	200	0
2019-03-02	203	0
2019-03-03	201	0
2019-03-04	237	0
2019-03-05	225	0
2019-03-06	232	0
2019-03-07	250	0
2019-03-08	213	0
2019-03-09	243	0
2019-03-10	197	0
2019-03-11	249	0
2019-03-12	232	0
2019-03-13	249	0
2019-03-14	269	0
2019-03-15	246	0
2019-03-16	187	0
2019-03-17	179	0
2019-03-18	228	0
2019-03-19	302	0
2019-03-20	254	0
2019-03-21	312	0
2019-03-22	223	0
2019-03-23	199	0
2019-03-24	186	0
2019-03-25	319	1
2019-03-26	296	0
2019-03-27	259	0
2019-03-28	240	0
2019-03-29	248	0
2019-03-30	169	0
2019-03-31	205	1
2019-04-01	225	0
2019-04-02	227	0
2019-04-03	221	0
2019-04-04	212	1
2019-04-05	186	0
2019-04-06	171	1
2019-04-07	191	1
2019-04-08	234	0
2019-04-09	260	0
2019-04-10	295	0
2019-04-11	251	0
2019-04-12	217	0
2019-04-13	187	1
2019-04-14	193	0
2019-04-15	218	0
2019-04-16	301	1
2019-04-17	352	0
2019-04-18	285	0
2019-04-19	218	0
2019-04-20	84	0
2019-04-21	90	0
2019-04-22	197	0
2019-04-23	157	0
2019-04-24	152	1
2019-04-25	155	0
2019-04-26	123	0
2019-04-27	74	0
2019-04-28	83	0
2019-04-29	161	0
2019-04-30	139	0
2019-05-01	279	0
2019-05-02	136	0
2019-05-03	116	0
2019-05-04	86	0
2019-05-05	83	1
2019-05-06	171	0
2019-05-07	133	0
2019-05-08	218	0
2019-05-09	122	0
2019-05-10	119	0
2019-05-11	114	0
2019-05-12	82	0
2019-05-13	130	1
2019-05-14	158	0
2019-05-15	133	0
2019-05-16	142	0
2019-05-17	121	0
2019-05-18	162	0
2019-05-19	182	0
2019-05-20	125	0
2019-05-21	118	0
2019-05-22	161	0
2019-05-23	127	1
2019-05-24	150	0
2019-05-25	105	0
2019-05-26	92	0
2019-05-27	138	0
2019-05-28	133	0
2019-05-29	157	0
2019-05-30	121	0
2019-05-31	130	0
2019-06-01	105	0
2019-06-02	103	0
2019-06-03	148	0
2019-06-04	227	0
2019-06-05	236	0
2019-06-06	143	0
2019-06-07	144	0
2019-06-08	127	0
2019-06-09	139	0
2019-06-10	193	0
2019-06-11	206	0
2019-06-12	349	0
2019-06-13	426	0
2019-06-14	157	0
2019-06-15	123	0
2019-06-16	97	2
2019-06-17	197	0
2019-06-18	151	0
2019-06-19	190	0
2019-06-20	285	0
2019-06-21	172	0
2019-06-22	121	0
2019-06-23	122	0
2019-06-24	175	1
2019-06-25	175	0
2019-06-26	230	1
2019-06-27	207	0
2019-06-28	146	0
2019-06-29	133	0
2019-06-30	86	0
2019-07-01	160	0
2019-07-02	592	0
2019-07-03	584	0
2019-07-04	174	2
2019-07-05	357	2
2019-07-06	235	0
2019-07-07	157	0
2019-07-08	175	0
2019-07-09	208	0
2019-07-10	301	0
2019-07-11	202	0
2019-07-12	259	0
2019-07-13	133	1
2019-07-14	129	0
2019-07-15	223	1
2019-07-16	222	0
2019-07-17	360	0
2019-07-18	617	0
2019-07-19	191	0
2019-07-20	110	0
2019-07-21	227	0
2019-07-22	217	0
2019-07-23	210	0
2019-07-24	260	1
2019-07-25	272	0
2019-07-26	229	0
2019-07-27	110	0
2019-07-28	150	1
2019-07-29	235	1
2019-07-30	216	0
2019-07-31	243	0
2019-08-01	257	0
2019-08-02	245	0
2019-08-03	165	0
2019-08-04	125	0
2019-08-05	296	0
2019-08-06	254	0
2019-08-07	213	0
2019-08-08	265	0
2019-08-09	261	0
2019-08-10	143	0
2019-08-11	145	0
2019-08-12	297	0
2019-08-13	238	1
2019-08-14	343	0
2019-08-15	256	0
2019-08-16	282	0
2019-08-17	146	0
2019-08-18	182	0
2019-08-19	307	0
2019-08-20	248	0
2019-08-21	280	0
2019-08-22	318	1
2019-08-23	319	0
2019-08-24	153	0
2019-08-25	165	0
2019-08-26	276	0
2019-08-27	295	0
2019-08-28	330	0
2019-08-29	301	0
2019-08-30	366	0
2019-08-31	151	0
2019-09-01	179	0
2019-09-02	333	0
2019-09-03	315	0
2019-09-04	320	1
2019-09-05	384	0
2019-09-06	340	0
2019-09-07	263	0
2019-09-08	284	0
2019-09-09	407	0
2019-09-10	430	0
2019-09-11	348	0
2019-09-12	314	0
2019-09-13	183	0
2019-09-14	168	0
2019-09-15	187	0
2019-09-16	249	1
2019-09-17	294	1
2019-09-18	343	0
2019-09-19	364	0
2019-09-20	350	0
2019-09-21	188	0
2019-09-22	168	0
2019-09-23	316	0
2019-09-24	341	3
2019-09-25	391	0
2019-09-26	388	0
2019-09-27	417	0
2019-09-28	228	0
2019-09-29	204	0
2019-09-30	292	0
2019-10-01	314	0
2019-10-02	339	1
2019-10-03	388	0
2019-10-04	326	1
2019-10-05	324	0
2019-10-06	259	0
2019-10-07	352	1
2019-10-08	316	0
2019-10-09	350	0
2019-10-10	313	0
2019-10-11	326	0
2019-10-12	267	1
2019-10-13	232	0
2019-10-14	381	0
2019-10-15	483	1
2019-10-16	395	0
2019-10-17	295	0
2019-10-18	390	0
2019-10-19	366	0
2019-10-20	203	0
2019-10-21	342	0
2019-10-22	370	0
2019-10-23	277	0
2019-10-24	321	1
2019-10-25	509	1
2019-10-26	304	1
2019-10-27	163	0
2019-10-28	336	2
2019-10-29	321	0
2019-10-30	317	0
2019-10-31	355	0
2019-11-01	357	0
2019-11-02	231	1
2019-11-03	211	0
2019-11-04	348	0
2019-11-05	374	2
2019-11-06	506	1
2019-11-07	417	0
2019-11-08	334	1
2019-11-09	223	0
2019-11-10	246	0
2019-11-11	408	0
2019-11-12	458	0
2019-11-13	694	3
2019-11-14	700	0
2019-11-15	2487	3
2019-11-16	1853	1
2019-11-17	1906	0
2019-11-18	2345	4
2019-11-19	2506	2
2019-11-20	3335	0
2019-11-21	7104	1
2019-11-22	3630	0
2019-11-23	3047	3
2019-11-24	2613	0
2019-11-25	3115	0
2019-11-26	2968	0
2019-11-27	3418	0
2019-11-28	3300	0
2019-11-29	3862	2
2019-11-30	2891	0
2019-12-01	8688	0
2019-12-02	24429	1
2019-12-03	14159	7
2019-12-04	5975	1
2019-12-05	5752	0
2019-12-06	6023	5
2019-12-07	4778	4
2019-12-08	4491	1
2019-12-09	5392	1
2019-12-10	5224	3
2019-12-11	5324	5
2019-12-12	4810	2
2019-12-13	3030	1
2019-12-14	2947	4
2019-12-15	4231	9
2019-12-16	5310	36
2019-12-17	5600	26
2019-12-18	4992	39
2019-12-19	4426	13
2019-12-20	4518	0
2019-12-21	4162	0
2019-12-22	6646	16
2019-12-23	9116	23
2019-12-24	9683	8
2019-12-25	10053	9
2019-12-26	9801	4
2019-12-27	9378	11
2019-12-28	4588	2
2019-12-29	1955	3
2019-12-30	3524	4
2019-12-31	4305	41
2020-01-01	5607	63
2020-01-02	10516	146
2020-01-03	8602	55
2020-01-04	2063	23
2020-01-05	2047	34
2020-01-06	3565	45
2020-01-07	4696	45
2020-01-08	5058	39
2020-01-09	6702	56
2020-01-10	7821	61
2020-01-11	14234	105
2020-01-12	5143	34
2020-01-13	12425	105
2020-01-14	11464	91
2020-01-15	11624	98
2020-01-16	12483	135
2020-01-17	11991	113
2020-01-18	7338	80
2020-01-19	6432	144
2020-01-20	6434	233
2020-01-21	8010	751
2020-01-22	6182	1252
2020-01-23	2042	421
2020-01-24	2092	410
2020-01-25	3016	624
2020-01-26	3277	868
2020-01-27	2968	719
2020-01-28	2811	763
2020-01-29	1595	361
2020-01-30	4506	1458
2020-01-31	5768	1828
2020-02-01	4427	1176
2020-02-02	4512	1404
2020-02-03	5840	1976
2020-02-04	6452	2119
2020-02-05	5455	1700
2020-02-06	4961	1464
2020-02-07	5266	1513
2020-02-08	4303	1177
2020-02-09	3693	999
2020-02-10	4922	1091
2020-02-11	7395	1514
2020-02-12	8999	1531
2020-02-13	7957	1480
2020-02-14	8519	1415
2020-02-15	7304	1089
2020-02-16	6160	925
2020-02-17	7186	1211
2020-02-18	4231	721
2020-02-19	5468	833
2020-02-20	4319	728
2020-02-21	324	31
2020-02-22	230	33
2020-02-23	258	33
2020-02-24	642	67
2020-02-25	998	191
2020-02-26	1639	249
2020-02-27	4258	733
2020-02-28	19125	1832
2020-02-29	32852	2587
2020-03-01	29449	2375
2020-03-02	28887	2855
2020-03-03	2910	291
total 781412  48872
